web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195603-1324","https://www.hurriyet.com.tr/arama/#/?page=118&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","Kadın Hakları komisyonundan yetkililere çağrı","","Kadın Hakları komisyonundan yetkililere çağrı"
"1600195556-1118","https://www.hurriyet.com.tr/arama/#/?page=139&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.12.2015","Osmangazi Belediye Meclisi Turuncuya Büründü","","OSMANGAZİ BELEDİYESİ’NİN ARALIK AYI OLAĞAN MECLİS  TOPLANTISINDA KADINA YÖNELİK ŞİDDETLE MÜCADELE ÖN PLANA ÇIKTI."
"1600195650-1531","https://www.hurriyet.com.tr/arama/#/?page=97&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.3.2018","Sokak ortasında dehşet! Eski nişanlısını bacaklarından vurdu","","Samsun’da Erkan D. caddede yürüyen eski nişanlısı Neslihan Y.'ye  silahlı saldırıda bulunup bacaklarından yaraladı. Kaçan Erkan D. yakalanıp gözaltına alınırken, saldırı anı güvenlik kamerasına yansıdı."
"1600195827-2334","https://www.hurriyet.com.tr/arama/#/?page=17&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.6.2020","Başkent Mobil’e mor buton","","Kadına karşı şiddetin ve kadın cinayetlerinin önlenmesi için Başkent Mobil uygulamasına ‘Mor Buton’ özelliğinin eklendiğini açıklayan Başkan Yavaş, “Kadın cinayetleri yüreklerimizi yakmaya ve bizleri utandırmaya devam ediyor. Daima eşit yaşamın destekçisi olacağız” dedi."
"1600195765-2057","https://www.hurriyet.com.tr/arama/#/?page=45&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","4.5.2012","Aydın'da kadına şiddet konuşuldu","","Aydın’da Belediye ve Kent Konseyi Kadın Meclisi işbirliği ile “Yasalar Beni Koruyor mu” konulu panel düzenlendi."
"1600195674-1648","https://www.hurriyet.com.tr/arama/#/?page=86&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.9.2011","Aile İçi Şiddet’e karşı baroların önerileri","","Baro, şiddet suçunda kurumsal müdahil olsun. Aile içi şiddetle mücadele merkezleri kurulsun. Kocaya tebligat kolaylaşsın, SMS’le de yapılsın. Şiddetten Koruma ve Yardım Fonu oluşturulsun. Elektronik kelepçeli kontrolde baro etkin olsun."
"1600195335-124","https://www.hurriyet.com.tr/arama/#/?page=238&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","29.1.2010","Cinsel Şiddet Kriz Merkezleri kurulsun","","Devlet tarafından “Cinsel Şiddet Kriz Merkezleri” kurulmasını isteyen rapor TBMM’ye sunuldu."
"1600195556-1115","https://www.hurriyet.com.tr/arama/#/?page=139&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.3.2018","'Cahillik, yobazlık'","","CUMHURBAŞKANI Tayyip Erdoğan’ın eşi Emine Erdoğan, 8 Mart Dünya Kadınlar Günü nedeniyle Cumhurbaşkanlığı’nda, Türkiye’nin dinamik kadınlarını öğle yemeğinde bir araya getirdi."
"1600195725-1878","https://www.hurriyet.com.tr/arama/#/?page=63&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","4.11.2015","Değer Deniz davasında ‘sevgili’ savunması: Sözleri erkekliğime dokundu, öldürdüm","","Müzisyen Değer Deniz’in öldürülmesine ilişkin davada ilk kez hakim karşısına çıkan sanık C.M., sevgili olduklarını ve cinayeti ‘erkekliğine hakaret edildiği’ için işlediğini savundu. Deniz ailesinin avukatlarından Çiğdem Hacısoftaoğlu ise sanığın haksız tahrik indiriminden faydalanmak ve daha az ceza almak amacıyla böyle bir savunma yaptığını belirterek, ''Bu davada sanığın ‘Erkekliğime laf söylediğini iddia edersem kurtulurum cezadan’ düşüncesine kapılmasının tek nedeni, kendinden önceki kadın katillerinin benzer savunmalarla az cezalar almaları'' dedi."
"1600195315-36","https://www.hurriyet.com.tr/arama/#/?page=247&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.5.2011","Yaz sıcağında diziler iyi gider","","azın gelişi birikmiş kitaplar ve filmler kadar televizyon dizilerine de ayrılan geniş zamanlar demek. Son yıllarda seyircinin gözünü yeniden ekranlara bağlayan televizyon dizilerini takip etmek, popüler kültürden uzak durmanın pek mümkün olmadığı hayatımızda sohbetlere yabancı kalmamak için bir elzem gibi dursa da pek çok kişi için saatleri, hatta günleri ekran karşısında geçirmek vazgeçilmez zevklerden birine dönüştü."
"1600195351-198","https://www.hurriyet.com.tr/arama/#/?page=231&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2012","32 ünlü kadın “Kanatlandılar”","","Farkındalık yaratmak için objektif karşısına geçtiler."
"1600195769-2075","https://www.hurriyet.com.tr/arama/#/?page=43&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.1.2011","Kadınlar işte susuyor sokakta ise bağırıyor","","KESK’in 972 kadınla yaptığı şiddet araştırmasına göre kadınlar işyerinde amirleri tarafından aşağılanıyor ve çoğu sessiz kalıyor. Sokakta ise sözlü taciz ve sarkıntılıkla karşılaşan kadınlar kendilerini ‘bağırarak’ koruyor."
"1600195829-2349","https://www.hurriyet.com.tr/arama/#/?page=16&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","18.6.2020","AK Parti Sözcüsü Çelik: Ahlak dışı imalarla dolu yazıyı kınıyoruz","","AK Parti Sözcüsü Ömer Çelik, AK Parti Trabzon Milletvekili Bahar Ayvazoğlu'nu hedef alan yazıya ilişkin, ""Trabzon vekilimiz Sayın Bahar Ayvazoglu ve ailesini hedef alan ahlak dışı imalarla dolu yazıyı kınıyoruz"" dedi."
"1600195630-1446","https://www.hurriyet.com.tr/arama/#/?page=106&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.1.2019","Çankırı'da dehşet anları! Eşini yüzüne kafa atıp feci şekilde dövdü...","","ÇANKIRI'da Erdal K., 'uzaklaştırma' cezasına rağmen iş yerine gittiği boşanma aşamasındaki eşi Nagihan K.'yı (26), yüzüne kafa atıp, yumruklayarak dövdü. Olay güvenlik kamerasına yansırken, Erdal K. tutuklandı."
"1600195718-1850","https://www.hurriyet.com.tr/arama/#/?page=66&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","AK Parti İl Kadın Kolları Başkanı Melahat Yalçın: Her şey bizim elimizde","","AK Parti İl Kadın Kolları Başkanı Melahat Yalçın: Her şey bizim elimizde"
"1600195690-1720","https://www.hurriyet.com.tr/arama/#/?page=79&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.5.2016","Şiddetli nişanlı kınayı ödeyecek","","Eski spiker ve yapımcı Duygu Giray, 3 yıl önce nişanlandığı otomobil galerisi sahibi Hamdi İnan’dan şiddet gördüğü iddiasıyla düğüne günler kala ayrıldı."
"1600195315-31","https://www.hurriyet.com.tr/arama/#/?page=247&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.8.2011","Dövsün ama küfür etmesin","","Ankara'da yapılan bir araştırmada, kadınların fiziksel şiddetten çok küfür ve hakaretten şikayetçi oldukları belirlendi."
"1600195650-1538","https://www.hurriyet.com.tr/arama/#/?page=97&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.2.2016","Ağrı’da “Kadına Şiddet Ve Aile İçi Şiddet” Konulu Seminer","","AĞRI’DA “KADINA ŞİDDET VE AİLE İÇİ ŞİDDET” KONULU SEMİNER"
"1600195616-1382","https://www.hurriyet.com.tr/arama/#/?page=112&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2016","Kadına karşı şiddeti, ağızlarını bantlayarak protesto ettiler","","Kadına karşı şiddeti, ağızlarını bantlayarak protesto ettiler"
"1600195315-39","https://www.hurriyet.com.tr/arama/#/?page=247&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.2.2012","Denizli'de, şiddete karşı güç birliği","","Denizli'de, kadına yönelik şiddet olaylarının artması üzerine Denizli Barosu öncülüğünde Valilik ve Belediye ortak proje üretmek için harekete geçti."
"1600195678-1668","https://www.hurriyet.com.tr/arama/#/?page=84&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.8.2013","RTÜK’ten Cüneyt Arkın filmine pornografi cezası","","RTÜK, 30 yıl önce çevrilen ve başrolünde Cüneyt Arkın’ın yer aldığı En Büyük Yumruk filmindeki sevişme sahnelerinin pornografik olduğuna karar verdi."
"1600195491-826","https://www.hurriyet.com.tr/arama/#/?page=168&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2015","Başbakan Yardımcısı Arınç:","","- ""Siyasette kadına ihtiyaç var. Kadının zarif elinin değdiği işlerde bereket olur. Allah kadınlara estetik, direnme gücü vermiş. Bütün bunlar bir taraftan samimiyet, bir taraftan ihlas ve çalışma azmiyle bir araya geldiğinde onlar nereye elini atmışlarsa mutlaka başarılı olmuşlardır""  
- ""(Milletvekili adaylarının belirlenmesi) Kota koymak, adeta ticari bir sınırlama gibi geliyor. Bunu CHP yapabilir, içine de sindirebilir. Biz bunu kota koymadan, ilan etmeden yapmalıyız çünkü kadınlarımız değerlidir. Onlara ticari bir meta gözüyle bakmak bizim işimize gelmez""  
- ""Bir erkeğin, annesinin, eşinin, kız kardeşinin de bir kadın olduğunu unutmaması gerekiyor. Eşim, annem, çocuğum, torunum olan bir kadına nasıl bir fiske vurabilirim, nasıl onun gözyaşının akmasını isteyebilirim, nasıl onun üzüntü çekmesini kabul edebilirim? Bunlar, insani hususlardır ama insani hasletten yoksun olan vahşi yaratıklar, caniler, gaddar insanlar, bu acıları bize yaşatabiliyor"""
"1600195749-1984","https://www.hurriyet.com.tr/arama/#/?page=52&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.1.2014","Şiddet gösteren kocaya öfke kontrolü cezası","","Ankara 10. Aile Mahkemesi, eşinin kafasında tablet bilgisayar kırdığı, kolunu, elini ve kulağını ısırdığı iddia edilen kocanın ""öfke kontrolü"" ve ""stresle başa"" çıkma programına katılmasına karar verdi. Mahkeme ayrıca, kadına ""koruma kararı"" uygulanmasına hükmetti."
"1600195802-2230","https://www.hurriyet.com.tr/arama/#/?page=28&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.5.2013","Liselilerden kadına şiddete makyajlı tepki","","Silifke İlçesi’nde lise öğrencileri, makyajla şiddet gören kadınları canlandırarak kadına şiddeti protesto etti."
"1600195460-690","https://www.hurriyet.com.tr/arama/#/?page=182&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.8.2017","Son dakika... İstanbul'da inanılmaz görüntü... Vatandaş müdahale etti","","İstanbul Maltepe'de bir adam, karısını sokak ortasında tekme tokat dövdü. Vatandaşların tepki göstermesini fırsat bilen kadın kaçarak kocasının elinden kurtulurken olayı gören polis ise adamı gözaltına aldı."
"1600195614-1377","https://www.hurriyet.com.tr/arama/#/?page=113&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2018","6284 kadınların koruma kalkanı","","- Aile, Çalışma ve Sosyal Hizmetler Bakanlığı’nın 2015 verilerine göre kadınların şiddetin herhangi birine (fiziksel, ekonomik, cinsel) maruz bırakılma oranı yüzde 30-40 aralığında. Kadın Cinayetlerini Durduracağız Platformu’nun her ay basına yansıyan haberlerden derlediği rapora göre sadece ekim ayında 34 kadın, erkekler tarafından 
öldürüldü..."
"1600195351-192","https://www.hurriyet.com.tr/arama/#/?page=231&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.2.2020","Yeni nesil sinsi sapık! Sayıları artıyor evini, işini değiştiren kadınlar var!","","Kadına yönelik şiddet yeni bir boyut kazandı. Sapıklar, üniversite sınav kâğıdından, kafedeki kredi kartından, uçaktaki biletten, hastanedeki hasta kaydından kadınları kendilerine hedef seçiyor. Sosyal medyadaki ‘ısrarlı takip’ nedeniyle evini ve işini değiştirmek zorunda kalan bile var."
"1600195315-40","https://www.hurriyet.com.tr/arama/#/?page=247&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.5.2012","En çok onlar şikayet edildi","","İzleyici en çok dramatik dizilerden şikayetçi..."
"1600195718-1846","https://www.hurriyet.com.tr/arama/#/?page=66&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.3.2015","Her kadın aslında şiddet mağduru","","Emniyet’in yayımladığı ‘Şiddete Yönelik Bilgilendirme’ kitapçığında her kadının şiddete uğradığına, en fazla da fiziksel şiddet yaşandığına dikkat çekildi."
"1600195509-908","https://www.hurriyet.com.tr/arama/#/?page=160&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","- Muratpaşa Belediyespor Hentbol Takımı oyuncuları, kadına yönelik şiddeti protesto etmek için Alyazma Anıtı'na siyah çelenk bıraktı"
"1600195518-942","https://www.hurriyet.com.tr/arama/#/?page=156&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2018","""Sözde ilahiyatçılara itibar edilmesin""","","8 Mart Kadınlar Günü’nde en çok konuştuğumuz başlıklar arasında kadına şiddet ve kız çocuklarının eğitim sorunu da vardı. Türkiye’nin kanayan yarası olan bu konularda, Diyanet İşleri Başkanı Prof. Dr. Ali Erbaş, Hürriyet’e konuştu."
"1600195349-183","https://www.hurriyet.com.tr/arama/#/?page=232&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.4.2015","Öğrenci kulüpleri bir araya geliyor!","","Marmara Bölgesi’ndeki tüm öğrenci başkanları bu kongrede toplanıyor."
"1600195844-2418","https://www.hurriyet.com.tr/arama/#/?page=9&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","28.7.2020","Siyah Beyaz Fotoğrafları İle Meydan Okuma Akımına Destek Veren Ünlüler","","Sosyal medyada bir çığ gibi büyüyen ‘Kadınlar kadınları destekliyor’ etiketiyle siyah-beyaz fotoğraflarını paylaşarak ‘meydan okuma’ akımına destek veren pek çok ünlü isim var."
"1600195547-1071","https://www.hurriyet.com.tr/arama/#/?page=143&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.5.2018","Songül Öden: Sokaktaki dil değişmeli","","Songül Öden, Hello! dergisine röportaj verdi. 2012’den bu yana Birleşmiş Milletler Nüfus Fonu’yla birlikte kadın hakları ve çocuklar üzerine çalışmalar yapan oyuncu, şiddet konusunda dikkat çekici açıklamalarda bulundu."
"1600195767-2069","https://www.hurriyet.com.tr/arama/#/?page=44&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.12.2013","Afgan kadını için değişen bir şey yok","","AFGANİSTAN’daki BM misyonu, Taliban’ın 12 yıl önce devrilmesinden bu yana en önemli adım olarak nitelenen 2009 tarihli Kadına Karşı Şiddetin Bertaraf Edilmesi Yasası’nın tam olarak uygulanmadığını bildirdi."
"1600195319-59","https://www.hurriyet.com.tr/arama/#/?page=245&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.10.2011","Biz tartışırken iki kurban daha","","Şiddete iki kadın daha kurban verildi. Kadına şiddet konuları gündemde tartışılırken iki kadın daha cinayete kurban gitti. İzmir ve Gaziantep'te iki kadın öldürüldü. Adana'da ise bir kadın defalarca bıçaklandı, kurtuldu ama hala tehdit ediliyor."
"1600195378-318","https://www.hurriyet.com.tr/arama/#/?page=219&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.8.2017","Herkes seyrederken o koşup gelmişti! Yaşadıklarını anlattı...","","İstanbul Tuzla’da kocasının şiddetinden kaçan kadını görünce otomobilinden inerek olaya müdahale eden Hasbiye Günaçtı, o anları anlattı. Günaçtı, “Kadın, benim ona yardım etmeme çok mutlu oldu. Hatta bana ‘erkek gibi kadınsın’ dediğinde ben düzelttim onun bu söylemini. ‘Kadınlar güçlüdür. Sen de güçlüsün’ dedim” açıklamasını yaptı."
"1600195565-1156","https://www.hurriyet.com.tr/arama/#/?page=135&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.2.2020","Hollywood'u karıştıran davada flaş gelişme! Tecavüz ve cinsel tacizden suçlu bulundu","","ABD'li film yapımcısı Harvey Weinstein, çok sayıda kadına tecavüz ve cinsel tacizde bulunduğu iddiaları üzerine yargılandığı davada suçlu bulundu."
"1600195747-1977","https://www.hurriyet.com.tr/arama/#/?page=53&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.1.2013","Ankara'ya 'konan'ların romanı","","“Samsun Asfaltı’ndan girdikleri bu kentin sağına soluna dağılan insanlar, kurdukları yeni mahallelerde buluştular. Erkekler hem mimar, hem duvar ustası, hem sıvacı, hem boyacı, hem camcıydılar… Kadınlar hem aşçı, hem taşıyıcı, hem badanacı, hem kuyu kazıcı, hem sucu, hem terzi… Çocuklar her şeydiler fakat sadece çocuk değildiler…”"
"1600195473-749","https://www.hurriyet.com.tr/arama/#/?page=176&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.7.2018","Şiddet gören kadınlar meslek sahibi olacak","","Şiddet gören kadınlar meslek sahibi olacak"
